,City,State,Median_Age,Male_Population,Female_Population,Total_Population,Number_of_Veterans,Foreign-born,Average_household_size,State_code,Race,Count
1547,Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,White,87612
1548,Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,Hispanic or Latino,45132
1549,Peoria,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,White,77074
1550,Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,Hispanic or Latino,114054
1551,Paradise,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,White,147624
1552,Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,6797.0,6845.0,2.77,OK,White,94366
1553,Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,American Indian and Alaska Native,3362
1554,New Braunfels,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,Black or African-American,3471
1555,Livermore,California,36.7,41522.0,46595.0,88117,3063.0,13959.0,2.91,CA,Asian,14116
1556,Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,White,85044
1557,Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,White,10788
1558,Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,Black or African-American,56948
1559,Worcester,Massachusetts,34.9,90951.0,93855.0,184806,9408.0,36907.0,2.43,MA,Hispanic or Latino,39000
1560,Santa Rosa,California,37.9,86840.0,88149.0,174989,9101.0,33015.0,2.7,CA,American Indian and Alaska Native,8859
1561,Union City,California,38.5,38599.0,35911.0,74510,1440.0,32752.0,3.46,CA,Hispanic or Latino,13207
1562,Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,8897.0,47582.0,2.38,FL,White,109751
1563,Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,8897.0,47582.0,2.38,FL,Asian,3791
1564,Richmond,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,White,104568
1565,Ogden,Utah,31.3,44323.0,41127.0,85450,5080.0,12791.0,2.68,UT,Asian,1911
1566,Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,Asian,5406
1567,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,American Indian and Alaska Native,32243
1568,Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,28089.0,12863.0,2.5,NC,White,102075
1569,Coral Springs,Florida,37.2,63316.0,66186.0,129502,4724.0,38552.0,3.17,FL,American Indian and Alaska Native,1262
1570,Brandon,Florida,36.1,55679.0,58289.0,113968,9417.0,16390.0,2.64,FL,Hispanic or Latino,26224
1571,New Orleans,Louisiana,35.9,185736.0,203881.0,389617,17388.0,21679.0,2.41,LA,American Indian and Alaska Native,2496
1572,Seattle,Washington,35.5,345659.0,338784.0,684443,29364.0,119840.0,2.13,WA,Asian,121507
1573,Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,Asian,3347
1574,Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,American Indian and Alaska Native,1169
1575,Surprise,Arizona,39.4,62875.0,65567.0,128442,11109.0,9929.0,2.9,AZ,American Indian and Alaska Native,1883
1576,Lancaster,California,30.9,80668.0,80445.0,161113,7892.0,17247.0,3.25,CA,Hispanic or Latino,57423
1577,Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,Black or African-American,49939
1578,Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,White,51245
1579,Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,Black or African-American,522
1580,Dothan,Alabama,38.9,32172.0,35364.0,67536,6334.0,1699.0,2.59,AL,White,43516
1581,Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,Hispanic or Latino,6397
1582,Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,6624.0,3803.0,2.68,MO,Hispanic or Latino,4504
1583,Bellevue,Washington,37.4,70763.0,69051.0,139814,5382.0,54654.0,2.43,WA,American Indian and Alaska Native,1949
1584,New Rochelle,New York,40.6,38871.0,40967.0,79838,2780.0,26960.0,2.85,NY,Asian,4218
1585,Overland Park,Kansas,38.2,93355.0,93156.0,186511,10461.0,21407.0,2.41,KS,American Indian and Alaska Native,1264
1586,Weston,Florida,38.6,32956.0,36991.0,69947,1507.0,30876.0,3.34,FL,White,61021
1587,McKinney,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,Hispanic or Latino,31705
1588,Pasadena,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,Black or African-American,6204
1589,Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,White,59308
1590,Cranston,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,Hispanic or Latino,10418
1591,Springfield,Missouri,34.1,81057.0,85741.0,166798,12291.0,7765.0,2.12,MO,Black or African-American,10026
1592,Henderson,Nevada,42.5,139412.0,146246.0,285658,25045.0,35666.0,2.55,NV,Black or African-American,18816
1593,Rochester,New York,31.4,100135.0,109673.0,209808,7288.0,17735.0,2.36,NY,White,105636
1594,Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Hispanic or Latino,6266
1595,Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.57,TX,Hispanic or Latino,40585
1596,San Buenaventura,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,Black or African-American,1300
1597,Walnut Creek,California,47.6,31994.0,36912.0,68906,4977.0,13624.0,2.22,CA,White,57064
1598,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,White,79931
1599,Spokane,Washington,36.6,102756.0,110511.0,213267,18044.0,13253.0,2.34,WA,White,193143
1600,Davie,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.72,FL,White,79832
1601,Daly City,California,39.7,53817.0,52757.0,106574,3782.0,56640.0,3.26,CA,Hispanic or Latino,24316
1602,Eagan,Minnesota,36.8,31587.0,34701.0,66288,2699.0,8642.0,2.49,MN,Black or African-American,8032
1603,Nashville,Tennessee,34.1,314231.0,340365.0,654596,27942.0,88193.0,2.39,TN,Black or African-American,188844
1604,Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,White,85130
1605,Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,Black or African-American,12761
1606,Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Hispanic or Latino,4723
1607,Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Black or African-American,1212
1608,Flower Mound,Texas,40.2,35200.0,35824.0,71024,4217.0,6860.0,3.01,TX,White,61433
1609,Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,Hispanic or Latino,57159
1610,Medford,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,White,75464
1611,Little Rock,Arkansas,36.6,96997.0,100989.0,197986,12343.0,16640.0,2.36,AR,Asian,8423
1612,Tempe,Arizona,28.8,91350.0,84476.0,175826,7058.0,26620.0,2.44,AZ,American Indian and Alaska Native,4636
1613,Gastonia,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,Hispanic or Latino,6653
1614,Gastonia,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,White,46362
1615,Westland,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,American Indian and Alaska Native,429
1616,Albany,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,Asian,650
1617,Columbia,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,Hispanic or Latino,4956
1618,Columbia,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,American Indian and Alaska Native,1713
1619,Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,Asian,1180
1620,Fishers,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,White,73361
1621,Aurora,Colorado,34.2,177899.0,180971.0,358870,25158.0,65816.0,2.82,CO,Hispanic or Latino,109396
1622,Aurora,Colorado,34.2,177899.0,180971.0,358870,25158.0,65816.0,2.82,CO,White,239803
1623,Toms River,New Jersey,43.7,43864.0,43886.0,87750,5042.0,6852.0,2.71,NJ,Hispanic or Latino,10267
1624,Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,White,225157
1625,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Black or African-American,29307
1626,Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,Hispanic or Latino,4114
1627,Hemet,California,36.8,38622.0,45251.0,83873,5613.0,13330.0,2.97,CA,American Indian and Alaska Native,2288
1628,Carmel,Indiana,39.9,42928.0,46101.0,89029,2723.0,9645.0,2.71,IN,Black or African-American,2171
1629,Bloomington,Minnesota,40.9,43318.0,43118.0,86436,6176.0,10728.0,2.3,MN,Black or African-American,5828
1630,Sugar Land,Texas,42.1,43889.0,44240.0,88129,4377.0,31169.0,2.95,TX,Black or African-American,8993
1631,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,White,446795
1632,Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,Hispanic or Latino,9433
1633,Sunnyvale,California,35.7,79480.0,72280.0,151760,3900.0,71441.0,2.74,CA,Black or African-American,4210
1634,Concord,North Carolina,35.7,42732.0,44961.0,87693,4621.0,8847.0,2.72,NC,Hispanic or Latino,11301
1635,Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,3809.0,2348.0,2.3,WI,White,60210
1636,West Jordan,Utah,30.8,57898.0,54044.0,111942,3577.0,11492.0,3.46,UT,American Indian and Alaska Native,1211
1637,Beaumont,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,Asian,4079
1638,Missouri City,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,Asian,17854
1639,Canton,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,White,53571
1640,Spring Valley,Nevada,37.0,96808.0,97147.0,193955,10644.0,61072.0,2.79,NV,American Indian and Alaska Native,2215
1641,Columbia,South Carolina,28.0,67686.0,65707.0,133393,5708.0,6074.0,2.32,SC,Asian,3501
1642,Federal Way,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,Hispanic or Latino,14049
1643,New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,4185.0,19024.0,2.39,MA,American Indian and Alaska Native,346
1644,Jacksonville,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,Black or African-American,282692
1645,Jersey City,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,American Indian and Alaska Native,3356
1646,Elk Grove,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,Black or African-American,20185
1647,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,19085.0,7915.0,2.67,GA,Hispanic or Latino,9068
1648,Carmichael,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,American Indian and Alaska Native,2603
1649,Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,3015.0,19837.0,2.4,GA,Asian,7909
1650,Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,Black or African-American,17564
1651,Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,American Indian and Alaska Native,1868
1652,Upland,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,Asian,9182
1653,Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10001.0,10599.0,2.4,TN,American Indian and Alaska Native,1092
1654,Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,20615.0,58321.0,2.51,WI,Black or African-American,248149
1655,Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,Asian,6076
1656,Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,American Indian and Alaska Native,7678
1657,Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,4744.0,6313.0,2.28,AR,Black or African-American,6927
1658,Lakeland,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,White,75636
1659,Toledo,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,Black or African-American,85552
1660,Westminster,Colorado,37.8,54866.0,58251.0,113117,6512.0,11361.0,2.63,CO,Black or African-American,3228
1661,Conroe,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,Asian,2302
1662,Enterprise,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,American Indian and Alaska Native,2777
1663,Savannah,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.57,GA,White,57690
1664,German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,Black or African-American,22273
1665,Schaumburg,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,Hispanic or Latino,12545
1666,Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.72,CO,American Indian and Alaska Native,1480
1667,Chula Vista,California,34.6,131485.0,134269.0,265754,12368.0,82710.0,3.32,CA,Asian,48506
1668,Yuba City,California,34.5,33654.0,33290.0,66944,4706.0,18032.0,2.9,CA,Black or African-American,1912
1669,Yorba Linda,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,Black or African-American,1326
1670,San Clemente,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,White,58849
1671,Ames,Iowa,23.0,33814.0,31238.0,65052,2265.0,8606.0,2.16,IA,Asian,8979
1672,Billings,Montana,36.3,52705.0,57565.0,110270,9121.0,3206.0,2.4,MT,American Indian and Alaska Native,6066
1673,Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,Asian,9685
1674,Canton,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,Hispanic or Latino,3597
1675,Canton,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,Black or African-American,21353
1676,Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,American Indian and Alaska Native,658
1677,Redwood City,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,American Indian and Alaska Native,664
1678,Silver Spring,Maryland,33.8,40601.0,41862.0,82463,1562.0,30908.0,2.6,MD,Black or African-American,21330
1679,Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,White,80467
1680,Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,5083.0,13824.0,2.41,NM,Asian,1878
1681,Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,Asian,2904
1682,Citrus Heights,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,Black or African-American,5979
1683,Long Beach,California,34.6,238159.0,236013.0,474172,17463.0,127764.0,2.78,CA,Black or African-American,64948
1684,Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Hispanic or Latino,59036
1685,Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,White,36074
1686,Jersey City,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,Black or African-American,65051
1687,Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,American Indian and Alaska Native,1155
1688,Salinas,California,30.4,77765.0,79621.0,157386,4020.0,58693.0,3.72,CA,White,95283
1689,Schenectady,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.82,NY,Black or African-American,15640
1690,Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,White,82033
1691,Victorville,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,White,86648
1692,Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,3015.0,19837.0,2.4,GA,Black or African-American,15420
1693,Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,American Indian and Alaska Native,713
1694,Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,Hispanic or Latino,9266
1695,Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,American Indian and Alaska Native,1339
1696,The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,American Indian and Alaska Native,2427
1697,New Braunfels,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,American Indian and Alaska Native,648
1698,Pearland,Texas,33.9,52336.0,59329.0,111665,5621.0,16882.0,3.0,TX,Black or African-American,23779
1699,Apple Valley,California,34.3,32873.0,39312.0,72185,5714.0,5801.0,3.03,CA,White,60767
1700,Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,American Indian and Alaska Native,1186
1701,Perris,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,White,23882
1702,Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,American Indian and Alaska Native,1371
1703,Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,Black or African-American,3770
1704,Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,White,40458
1705,Santa Maria,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,Hispanic or Latino,81551
1706,Costa Mesa,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,Hispanic or Latino,38239
1707,Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Hispanic or Latino,60873
1708,Flint,Michigan,35.3,48984.0,49313.0,98297,3757.0,2138.0,2.38,MI,American Indian and Alaska Native,1508
1709,New Haven,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,White,56251
1710,Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,Asian,4964
1711,Chula Vista,California,34.6,131485.0,134269.0,265754,12368.0,82710.0,3.32,CA,White,183753
1712,Santa Ana,California,30.8,167503.0,167920.0,335423,4735.0,152999.0,4.58,CA,American Indian and Alaska Native,4838
1713,Detroit,Michigan,34.8,319265.0,357859.0,677124,29511.0,39861.0,2.6,MI,White,104260
1714,Los Angeles,California,35.0,1958998.0,2012898.0,3971896,85417.0,1485425.0,2.86,CA,American Indian and Alaska Native,63758
1715,Pleasanton,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,White,49934
1716,Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,American Indian and Alaska Native,1219
1717,Flower Mound,Texas,40.2,35200.0,35824.0,71024,4217.0,6860.0,3.01,TX,American Indian and Alaska Native,1095
1718,East Orange,New Jersey,35.5,29995.0,34967.0,64962,1870.0,15164.0,2.85,NJ,American Indian and Alaska Native,535
1719,Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,White,58956
1720,San Antonio,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,Hispanic or Latino,937607
1721,Odessa,Texas,31.2,61119.0,57861.0,118980,5509.0,15845.0,2.92,TX,White,106944
1722,Youngs,Ohio,37.5,30758.0,33851.0,64609,3620.0,1058.0,2.22,OH,Hispanic or Latino,7564
1723,Coral Springs,Florida,37.2,63316.0,66186.0,129502,4724.0,38552.0,3.17,FL,Black or African-American,27225
1724,Oxnard,California,31.0,101906.0,105346.0,207252,6367.0,78678.0,4.08,CA,Black or African-American,7183
1725,Hayward,California,34.3,78152.0,80148.0,158300,4385.0,60970.0,3.32,CA,Asian,46285
1726,Mesa,Arizona,36.9,234998.0,236835.0,471833,31808.0,57492.0,2.68,AZ,Hispanic or Latino,131425
1727,Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,American Indian and Alaska Native,1622
1728,Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,Black or African-American,3176
1729,El Cajon,California,32.7,54450.0,49238.0,103688,7103.0,31865.0,3.14,CA,White,84703
1730,Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,Asian,3279
1731,Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,Asian,5657
1732,Troy,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,White,56175
1733,Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,14521.0,24302.0,2.47,NC,Hispanic or Latino,38321
1734,McKinney,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,Asian,13882
1735,Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,American Indian and Alaska Native,5254
1736,Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,White,69840
1737,Spokane Valley,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,American Indian and Alaska Native,2473
1738,Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Asian,537
1739,Walnut Creek,California,47.6,31994.0,36912.0,68906,4977.0,13624.0,2.22,CA,Asian,10831
1740,Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,4477.0,3215.0,2.36,LA,White,36346
1741,Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,4477.0,3215.0,2.36,LA,Asian,1444
1742,Westland,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,Hispanic or Latino,2827
1743,Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,Asian,11948
1744,Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,American Indian and Alaska Native,2374
1745,Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Hispanic or Latino,83711
1746,Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Black or African-American,16254
1749,Denver,Colorado,34.1,341137.0,341408.0,682545,29363.0,113222.0,2.33,CO,White,546370
1750,Waldorf,Maryland,33.6,35640.0,39872.0,75512,6932.0,5954.0,2.69,MD,White,26788
1751,Waldorf,Maryland,33.6,35640.0,39872.0,75512,6932.0,5954.0,2.69,MD,Black or African-American,47334
1752,Thousand Oaks,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,American Indian and Alaska Native,2690
1753,Lawton,Oklahoma,31.1,51099.0,45560.0,96659,11572.0,6123.0,2.72,OK,White,63948
1754,San Diego,California,34.5,693826.0,701081.0,1394907,92489.0,373842.0,2.73,CA,Black or African-American,111650
1755,Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,American Indian and Alaska Native,954
1756,Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,3053.0,13708.0,2.66,MI,American Indian and Alaska Native,348
1757,Madison,Wisconsin,30.7,122596.0,126360.0,248956,9707.0,30090.0,2.23,WI,Hispanic or Latino,19697
1758,Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.97,CA,American Indian and Alaska Native,2268
1759,Indio,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,Hispanic or Latino,58852
1760,Indio,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,American Indian and Alaska Native,1112
1761,Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,Asian,12412
1762,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,Asian,55399
1763,Buena Park,California,35.7,41593.0,41671.0,83264,3116.0,28430.0,3.55,CA,White,48412
1764,Skokie,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,Black or African-American,4937
1765,West Jordan,Utah,30.8,57898.0,54044.0,111942,3577.0,11492.0,3.46,UT,Black or African-American,3179
1766,Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,5821.0,33878.0,3.18,CA,American Indian and Alaska Native,2789
1767,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,White,109960
1768,Grand Prairie,Texas,33.1,90811.0,96944.0,187755,7073.0,44888.0,3.18,TX,American Indian and Alaska Native,1754
1769,Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,American Indian and Alaska Native,3645
1770,Newark,New Jersey,34.6,138040.0,143873.0,281913,5829.0,86253.0,2.73,NJ,Black or African-American,144961
1771,Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,Black or African-American,1923
1772,Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,Black or African-American,3506
1773,Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,American Indian and Alaska Native,1773
1774,Peoria,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,Hispanic or Latino,6874
1775,Springfield,Massachusetts,31.8,74744.0,79592.0,154336,5723.0,16226.0,2.81,MA,White,97171
1776,North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,Asian,20273
1777,Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,3647.0,4706.0,2.67,AL,Black or African-American,42331
1778,Avondale,Arizona,29.1,38712.0,41971.0,80683,4815.0,8355.0,3.18,AZ,White,62176
1779,San Mateo,California,39.3,50966.0,52558.0,103524,2730.0,34957.0,2.64,CA,Asian,30573
1780,Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,Hispanic or Latino,24846
1781,Fall River,Massachusetts,39.3,43314.0,45456.0,88770,4143.0,14775.0,2.21,MA,Hispanic or Latino,9081
1782,O'Fallon,Missouri,36.0,41762.0,43270.0,85032,5783.0,3269.0,2.77,MO,Asian,3447
1783,Miami,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,Hispanic or Latino,319942
1784,Miami,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,Black or African-American,87331
1785,Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,Hispanic or Latino,16786
1786,Carmichael,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,Asian,4205
1787,Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,Hispanic or Latino,3263
1788,Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,White,100055
1789,Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,Black or African-American,22651
1790,Apple Valley,California,34.3,32873.0,39312.0,72185,5714.0,5801.0,3.03,CA,Hispanic or Latino,25928
1791,Milpitas,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,Hispanic or Latino,11815
